REACTION,KCAT [1/hr],STEP
EX_5thf[e],,
EX_6dhf[e],,
EX_6htststerone[e],,
EX_6thf[e],,
EX_7dhf[e],,
EX_7thf[e],,
EX_9_cis_retfa[e],,
EX_abt[e],,
EX_acetone[e],,
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e],,
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e],,
EX_ach[e],,
EX_acn13acngalgbside_hs[e],,
EX_acn23acngalgbside_hs[e],,
EX_acnacngal14acglcgalgluside_hs[e],,
EX_acnacngalgbside_hs[e],,
EX_acngalacglcgal14acglcgalgluside_hs[e],,
EX_adp[e],,
EX_adprbp[e],,
EX_adrn[e],,
EX_adrnl[e],,
EX_aflatoxin[e],,
EX_ahandrostanglc[e],,
EX_ak2lgchol_hs[e],,
EX_ala_B[e],,
EX_ala_D[e],,
EX_aldstrn[e],,
EX_amp[e],,
EX_andrstrn[e],,
EX_andrstrnglc[e],,
EX_antipyrene[e],,
EX_apnnox[e],,
EX_appnn[e],,
EX_aprgstrn[e],,
EX_aqcobal[e],,
EX_arach[e],,
EX_arachd[e],,
EX_ascb_L[e],,
EX_asp_D[e],,
EX_atp[e],,
EX_avite1[e],,
EX_avite2[e],,
EX_bhb[e],,
EX_bildglcur[e],,
EX_bilglcur[e],,
EX_bilirub[e],,
EX_biocyt[e],,
EX_bvite[e],,
EX_camp[e],,
EX_caro[e],,
EX_carveol[e],,
EX_cca_d3[e],,
EX_chol[e],,
EX_cholate[e],,
EX_chsterol[e],,
EX_chtn[e],,
EX_clpnd[e],,
EX_cmp[e],,
EX_co[e],,
EX_coumarin[e],,
EX_creat[e],,
EX_crmp_hs[e],,
EX_crn[e],,
EX_crtsl[e],,
EX_crtstrn[e],,
EX_crvnc[e],,
EX_cspg_a[e],,
EX_cspg_b[e],,
EX_cspg_c[e],,
EX_cspg_d[e],,
EX_cspg_e[e],,
EX_cyan[e],,
EX_dag_hs[e],,
EX_dcsptn1[e],,
EX_debrisoquine[e],,
EX_dgchol[e],,
EX_dhdascb[e],,
EX_dheas[e],,
EX_dhf[e],,
EX_digalsgalside_hs[e],,
EX_dlnlcg[e],,
EX_dmantipyrine[e],,
EX_dmhptcrn[e],,
EX_dopa[e],,
EX_dopasf[e],,
EX_eaflatoxin[e],,
EX_ebastine[e],,
EX_ebastineoh[e],,
EX_eicostet[e],,
EX_elaid[e],,
EX_estradiol[e],,
EX_estradiolglc[e],,
EX_estriolglc[e],,
EX_estroneglc[e],,
EX_estrones[e],,
EX_fuc13galacglcgal14acglcgalgluside_hs[e],,
EX_fuc14galacglcgalgluside_hs[e],,
EX_fucacgalfucgalacglcgalgluside_hs[e],,
EX_fucacngal14acglcgalgluside_hs[e],,
EX_fucacngalacglcgalgluside_hs[e],,
EX_fucfuc12gal14acglcgalgluside_hs[e],,
EX_fucfuc132galacglcgal14acglcgalgluside_hs[e],,
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e],,
EX_fucfucfucgalacglcgal14acglcgalgluside_hs[e],,
EX_fucfucgalacglcgalgluside_hs[e],,
EX_fucgal14acglcgalgluside_hs[e],,
EX_fucgalfucgalacglcgalgluside_hs[e],,
EX_fucgalgbside_hs[e],,
EX_fuc_L[e],,
EX_galacglcgalgbside_hs[e],,
EX_galfuc12gal14acglcgalgluside_hs[e],,
EX_galfucgalacglcgal14acglcgalgluside_hs[e],,
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e],,
EX_galgalgalthcrm_hs[e],,
EX_gbside_hs[e],,
EX_gchola[e],,
EX_gd1b2_hs[e],,
EX_gd1c_hs[e],,
EX_gdp[e],,
EX_gluala[e],,
EX_glyc_S[e],,
EX_glygn2[e],,
EX_glygn4[e],,
EX_glygn5[e],,
EX_gmp[e],,
EX_gp1c_hs[e],,
EX_gp1calpha_hs[e],,
EX_gq1b_hs[e],,
EX_gq1balpha_hs[e],,
EX_gsn[e],,
EX_gt1a_hs[e],,
EX_gthox[e],,
EX_gthrd[e],,
EX_gtp[e],,
EX_h2o2[e],,
EX_ha[e],,
EX_ha_pre1[e],,
EX_hco3[e],,
EX_hcoumarin[e],,
EX_hdca[e],,
EX_hdcea[e],,
EX_hestratriol[e],,
EX_hexc[e],,
EX_hista[e],,
EX_hom_L[e],,
EX_hpdca[e],,
EX_hspg[e],,
EX_htaxol[e],,
EX_i[e],,
EX_idp[e],,
EX_imp[e],,
EX_inost[e],,
EX_ksi[e],,
EX_ksi_deg1[e],,
EX_ksii_core2[e],,
EX_ksii_core4[e],,
EX_lac_D[e],,
EX_Lcystin[e],,
EX_leuktrA4[e],,
EX_leuktrB4[e],,
EX_leuktrC4[e],,
EX_leuktrD4[e],,
EX_leuktrE4[e],,
EX_leuktrF4[e],,
EX_lgnc[e],,
EX_limnen[e],,
EX_lipoate[e],,
EX_lneldc[e],,
EX_lnlc[e],,
EX_lnlnca[e],,
EX_lnlncg[e],,
EX_lpchol_hs[e],,
EX_mag_hs[e],,
EX_meoh[e],,
EX_mercplaccys[e],,
EX_mthgxl[e],,
EX_n2m2nmasn[e],,
EX_nad[e],,
EX_nadp[e],,
EX_ncam[e],,
EX_nifedipine[e],,
EX_no[e],,
EX_npthl[e],,
EX_nrpphr[e],,
EX_nrpphrsf[e],,
EX_nrvnc[e],,
EX_o2s[e],,
EX_oagd3_hs[e],,
EX_oagt3_hs[e],,
EX_ocdca[e],,
EX_ocdcea[e],,
EX_octa[e],,
EX_omeprazole[e],,
EX_onpthl[e],,
EX_oxa[e],,
EX_paf_hs[e],,
EX_pchol_hs[e],,
EX_pe_hs[e],,
EX_peplys[e],,
EX_perillyl[e],,
EX_pglyc_hs[e],,
EX_pheacgln[e],,
EX_phyQ[e],,
EX_phyt[e],,
EX_prgstrn[e],,
EX_pro_D[e],,
EX_prostgd2[e],,
EX_prostge1[e],,
EX_prostge2[e],,
EX_prostgf2[e],,
EX_ps_hs[e],,
EX_ptdca[e],,
EX_rbt[e],,
EX_retfa[e],,
EX_retinol[e],,
EX_retinol_9_cis[e],,
EX_retinol_cis_11[e],,
EX_retn[e],,
EX_retnglc[e],,
EX_Rtotal[e],,
EX_Rtotal2[e],,
EX_Rtotal3[e],,
EX_s2l2fn2m2masn[e],,
EX_s2l2n2m2masn[e],,
EX_sarcs[e],,
EX_sel[e],,
EX_ser_D[e],,
EX_sl_L[e],,
EX_spc_hs[e],,
EX_sph1p[e],,
EX_sphs1p[e],,
EX_srtn[e],,
EX_strch1[e],,
EX_strch2[e],,
EX_strdnc[e],,
EX_tag_hs[e],,
EX_tagat_D[e],,
EX_taxol[e],,
EX_tchola[e],,
EX_tcynt[e],,
EX_tdchola[e],,
EX_tethex3[e],,
EX_tetpent3[e],,
EX_tetpent6[e],,
EX_tettet6[e],,
EX_thf[e],,
EX_thmmp[e],,
EX_thmtp[e],,
EX_thym[e],,
EX_thyox_L[e],,
EX_tmndnc[e],,
EX_tolbutamide[e],,
EX_triodthy[e],,
EX_triodthysuf[e],,
EX_tststerone[e],,
EX_tststeroneglc[e],,
EX_tststerones[e],,
EX_tsul[e],,
EX_ttdca[e],,
EX_txa2[e],,
EX_tymsf[e],,
EX_Tyr_ggn[e],,
EX_udp[e],,
EX_ump[e],,
EX_urate[e],,
EX_utp[e],,
EX_vacc[e],,
EX_vitd2[e],,
EX_vitd3[e],,
EX_whddca[e],,
EX_whhdca[e],,
EX_whtststerone[e],,
EX_whttdca[e],,
EX_xolest_hs[e],,
EX_xolest2_hs[e],,
EX_xoltri24[e],,
EX_xoltri25[e],,
EX_xoltri27[e],,
EX_xylt[e],,
EX_yvite[e],,
F1Atg,,
F1PGT,10320,2
F6Tg,1620,9
FA120ACPH,436542.4487,20
FA140ACPH,436542.4487,20
FA141ACPH,3087720,20
FA160ACPH,436542.4487,20
FA161ACPH,3087720,20
FA180ACPH,3087720,20
FA181ACPH,3087720,20
FA1821ACPH,355196.6407,20
FA1822ACPH,3087720,20
FA182ACPH,3087720,20
FACOAL140i,104.4,5
FACOAL150,104.4,5
FACOAL160i,104.4,5
FACOAL170,104.4,5
FACOAL180i,104.4,5
FACOAL1812,104.4,5
FACOAL1813,104.4,5
FACOAL181i,104.4,5
FACOAL1821,104.4,5
FACOAL1822,104.4,5
FACOAL1831,104.4,5
FACOAL1832,104.4,5
FACOAL184,104.4,5
FACOAL191,104.4,5
FACOAL200,104.4,5
FACOAL203,104.4,5
FACOAL204,104.4,5
FACOAL2042,104.4,5
FACOAL205,104.4,5
FACOAL206,104.4,5
FACOAL224,104.4,5
FACOAL2251,104.4,5
FACOAL2252,104.4,5
FACOAL226,104.4,5
FACOAL240,104.4,5
FACOAL241,104.4,5
FACOAL244_1,104.4,5
FACOAL245_1,104.4,5
FACOAL245_2,104.4,5
FACOAL246_1,104.4,5
FACOAL260,104.4,5
FACOAL40im,95940,5
FACOAL80i,11736.054,15
FADDP,1156252.423,11
FADH2tru,,
FADH2tx,,
FADtru,,
FADtx,,
FAEL183,9720,15
FAEL184,9720,15
FAEL204,9720,15
FAEL205,9720,15
FAH1,1672.2,6
FAH2,3384,18
FAH3,93.6,17
FALDH,8910,14
FALDtly,,
FALDtm,,
FAOXC11,19096744.19,21
FAOXC140,19096744.19,21
FAOXC150m,18703255.81,21
FAOXC160,19096744.19,21
FAOXC16080m,20888.78624,19
FAOXC16080x,70012370.25,20
FAOXC161802m,20639.60589,19
FAOXC16180m,20797.46062,19
FAOXC170m,19096744.19,21
FAOXC180,19096744.19,21
FAOXC180x,29398.46512,8
FAOXC1811601m,20639.60589,19
FAOXC1811602m,20797.46062,19
FAOXC1811603m,20797.46062,19
FAOXC182806m,20790.08571,19
FAOXC18280m,20790.08571,19
FAOXC183803m,20790.08571,19
FAOXC183806m,20797.46062,19
FAOXC183806x,67838712.44,20
FAOXC18480m,20797.46062,19
FAOXC18480x,67838712.44,20
FAOXC200180m,20888.78624,19
FAOXC200180x,70012370.25,20
FAOXC2031836m,20790.08571,19
FAOXC204,18939452.46,21
FAOXC204184m,20790.08571,19
FAOXC2051843m,20812.31655,19
FAOXC2051843x,68191444.46,20
FAOXC2242046m,20790.08571,19
FAOXC2242046x,67663728.48,20
FAOXC2251836m,20797.46062,19
FAOXC2251836x,67838712.44,20
FAOXC2252053m,20797.46062,19
FAOXC2252053x,67838712.44,20
FAOXC226,18861117.45,21
FAOXC226205m,20827.31566,19
FAOXC226205x,68547911.68,20
FAOXC240200x,70012370.25,20
FAOXC241181x,67838712.44,20
FAOXC2442246x,67663728.48,20
FAOXC2452253x,67663728.48,20
FAOXC2452256x,67838712.44,20
FAOXC246226x,67838712.44,20
FAOXC260240x,70012370.25,20
FAOXC80,19096744.19,21
FAS100COA,9720,15
FAS120COA,9720,15
FAS140COA,9720,15
FAS160COA,9720,15
FAS180COA,9720,15
FAS80COA_L,5040,14
FATP1t,,
FATP2t,,
FATP3t,,
FATP4t,,
FATP5t,,
FATP6t,,
FATP7t,,
FATP8t,,
FATP9t,,
FBA4,3706.46069,8
FBA5,3706.477852,8
FBP26,360,12
FCLTm,212.4,3
FCOAH,,
FDH,24432.38182,5
FE2t,,
FE2tm,,
FE3R2e,,
FK,28884,5
FKYNH,250440,5
FOLR2,183600,2
FOLt2,,
FORMCOAtx,,
FORt2m,,
FORtr,,
FORtrn,,
FPGS2,6120,6
FPGS2m,6120,6
FPGS3,6120,6
FPGS3m,6120,6
FPGS4,3024,3
FPGS4m,3024,3
FPGS5,6120,6
FPGS5m,6120,6
FPGS6,6120,6
FPGS6m,6120,6
FPGS7m,1530,6
FPGS8,6120,6
FPGS8m,6120,6
FPGS9,6120,6
FPGS9m,6120,6
FPGSm,1530,6
FRDPtc,,
FRDPtr,,
FRUt1r,,
FTHFDH,118760.4,6
FTHFLm,57600,3
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,,
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,,
FUC14GALACGLCGALGLUSIDEte,,
FUC14GALACGLCGALGLUSIDEtg,,
FUCACGALFUCGALACGLCGALGLUSIDEte,,
FUCACGALFUCGALACGLCGALGLUSIDEtg,,
FUCACNGAL14ACGLCGALGLUSIDEte,,
FUCACNGAL14ACGLCGALGLUSIDEtg,,
FUCACNGALACGLCGALGLUSIDEte,,
FUCACNGALACGLCGALGLUSIDEtg,,
FUCASE2e,61560,8
FUCASE2ly,28343.94619,11
FUCASEe,61560,8
FUCASEly,108720,11
FUCFUC12GAL14ACGLCGALGLUSIDEte,,
FUCFUC12GAL14ACGLCGALGLUSIDEtg,,
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,,
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,,
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,,
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,,
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,,
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,,
FUCFUCGALACGLCGALGLUSIDEte,,
FUCFUCGALACGLCGALGLUSIDEtg,,
FUCGAL14ACGLCGALGLUSIDEte,,
FUCGAL14ACGLCGALGLUSIDEtg,,
FUCGALFUCGALACGLCGALGLUSIDEte,,
FUCGALFUCGALACGLCGALGLUSIDEtg,,
FUCGALGBSIDEte,,
FUCGALGBSIDEtg,,
FUCtly,,
FUMAC,4135.426135,20
FUMm,1680120,6
FUMSO3tm,,
FUMSO4tm,,
FUMtm,,
FUMTSULtm,,
FUT11g,25.2,2
FUT12g,25.2,2
FUT14g,25.2,2
FUT15g,25.2,2
FUT16g,25.2,2
FUT17g,25.2,2
FUT18g,12.6,2
FUT31g,12738.6,5
FUT32g,12738.6,5
FUT33g,12738.6,5
FUT34g,12738.6,5
FUT35g,12738.6,5
FUT910g,6120,9
FUT911g,6120,9
FUT91g,6120,9
FUT92g,6120,9
FUT93g,6120,9
FUT94g,6120,9
FUT95g,6120,9
FUT96g,6120,9
FUT97g,6120,9
FUT98g,6120,9
FUT99g,6120,9
G12MT1_L,52752.00312,17
G12MT1_U,52752.00312,17
G12MT2_L,52752.00312,17
G12MT2_U,52752.00312,17
G13MT_L,52752.00312,17
G13MT_U,52752.00312,17
G14T10g,4770,2
G14T11g,4770,2
G14T12g,4770,2
G14T13g,4770,2
G14T14g,4770,2
G14T15g,4770,2
G14T16g,4770,2
G14T17g,4770,2
G14T18g,2385,2
G14T19g,4770,2
G14T20g,4770,2
G14T21g,4770,2
G14T2g,4770,2
G14T3g,4770,2
G14T4g,4770,2
G14T5g,4770,2
G14T6g,4770,2
G14T7g,4770,2
G14T8g,4770,2
G14T9g,4770,2
G14Tg,2385,2
G16MT_L,2092.108432,8
G16MT_U,2092.108432,8
G1M6MASNB1terg,24645.6,8
G1M7MASNBterg,24645.6,8
G1M7MASNCterg,24645.6,8
G1M8MASNterg,24645.6,8
G2M8MASNterg,24645.6,8
G3M8MASNterg,24645.6,8
G3PD2m,266400,18
G5SADrm,2702.798548,8
G5SDym,817380,17
G6PDH1rer,469190700,5
G6PDH2rer,334800,5
G6PPer,2520000,6
G6Pter,,
GABAVESSEC,,
GACMTRc,4751.76,6
GACPAILter,,
GAL3ST11,54984.96,17
GAL3ST12,54984.96,17
GALACGLCGALGBSIDEte,,
GALACGLCGALGBSIDEtg,,
GALASE10ly,6657660,11
GALASE11ly,6657660,11
GALASE12ly,6657660,11
GALASE13ly,6657660,11
GALASE14ly,6657660,11
GALASE15ly,6657660,11
GALASE16ly,6657660,11
GALASE17ly,6657660,11
GALASE18ly,6657660,11
GALASE19ly,82800,8
GALASE1ly,6657660,11
GALASE20ly,6657660,11
GALASE3ly,6657660,11
GALASE4ly,6657660,11
GALASE5ly,6657660,11
GALASE6ly,6657660,11
GALASE7ly,6657660,11
GALASE8ly,6657660,11
GALASE9ly,6657660,11
GALC,128943.5758,20
GALFUC12GAL14ACGLCGALGLUSIDEte,,
GALFUC12GAL14ACGLCGALGLUSIDEtg,,
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,,
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,,
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,,
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,,
GALGALGALTHCRMte,,
GALGALGALTHCRMtg,,
GALGLUSIDEtg,,
GALGLUSIDEtl,,
GALGT1,4016.546306,20
GALGT2,4006.40454,20
GALGT3,4006.40454,20
GALGT4,4006.40454,20
GALNACT1g,3986.252512,20
GALNACT2g,1057.2,15
GALNACT3g,1057.2,15
GALNACT4g,1057.2,15
GALNACT5g,1057.2,15
GALNTg,11847.6,9
GALOR,139700.0209,8
GALSIDEtg,,
GALSIDEtl,,
GALt1r,,
GALT2g,5344.8,14
GALTg,5436,2
GALtly,,
GAMt1r,,
GAMYe,1218600,11
GAO1,11847.6,9
GAO1g,277398.5326,8
GAO2,,
GAO2g,,
GARFT,4515.84,3
GASNASE2ly,4168475.712,21
GASNASE3ly,4168475.712,21
GASNASEly,4168475.712,21
GBA,1860523.49,11
GBAl,1843.997752,8
GBGT1,4007.921629,20
GBSIDEte,,
GBSIDEtl,,
GCALDDm,8910,2
GCC2am,45380.30524,12
GCC2bim,3236400,7
GCC2cm,47042.38786,12
GCCam,46308.78102,12
GCCbim,3236400,7
GCCcm,47042.38786,12
GCHOLAt,,
GCHOLAt2,,
GCHOLAte,,
GCHOLAtx,,
GCNTg,1057.2,15
GD1B2te,,
GD1B2tg,,
GD1Cte,,
GD1Ctg,,
GDPFUCtg,,
GDPtg,,
GFUCS,2700,6
GGH_10FTHF5GLUe,,
GGH_10FTHF5GLUl,,
GGH_10FTHF6GLUe,,
GGH_10FTHF6GLUl,,
GGH_10FTHF7GLUe,4104,19
GGH_10FTHF7GLUl,,
GGH_5DHFe,,
GGH_5DHFl,,
GGH_5THFe,,
GGH_5THFl,,
GGH_6DHFe,,
GGH_6DHFl,26143.8298,12
GGH_6THFe,2700,12
GGH_6THFl,,
GGH_7DHFe,,
GGH_7DHFl,,
GGH_7THFe,,
GGH_7THFl,,
GGLUCT,65880,3
GGNG,,
GGT_L,,
GGT_U,,
GGT5r,4140000,9
GGT6,4140000,9
GHMT2rm,30600,2
GHMT3,30600,8
GHMT3m,30600,8
GK1m,,
GLACO,95400,3
GLACOm,14076,17
GLACter,,
GLAl,1717589.268,11
GLB1,609112.7421,11
GLBRAN,540,11
GLCAASE1ly,993600,8
GLCAASE4ly,993600,8
GLCAASE5ly,993600,8
GLCAASE6ly,993600,8
GLCAASE7ly,993600,8
GLCAASE8ly,993600,8
GLCAASE9ly,993600,8
GLCAE1g,134841600,23
GLCAE2g,134841600,23
GLCAT2g,10.8,14
GLCAT3g,10.8,14
GLCAT4g,10.8,14
GLCAT5g,10.8,14
GLCAT6g,10.8,14
GLCAT7g,10.8,14
GLCAT8g,10.8,14
GLCAT9g,10.8,14
GLCATg,10.8,14
GLCMter,,
GLCNACASE1ly,3396420,20
GLCNACASE2ly,3396420,20
GLCNACASE3ly,3396420,20
GLCNACASE4ly,3396420,20
GLCNACASE5ly,3396420,20
GLCNACDASg,3808.906528,20
GLCNACPT_L,2250,20
GLCNACPT_U,2250,20
GLCNACT_L,1057.2,15
GLCNACT_U,1057.2,15
GLCNACT1g,1057.2,15
GLCNACT2g,1057.2,15
GLCNACT3g,1057.2,15
GLCNACT4g,1057.2,15
GLCNACT5g,1057.2,15
GLCt1r,,
GLCt2_2,,
GLCter,,
GLCtg,,
GLCtly,,
GLCURter,,
GLCURtly,,
GLDBRAN,570.6,11
GLGNS1,7.179,14
GLNALANaEx,,
GLNASNNaEx,,
GLNCYSNaEx,,
GLNLASEer,5410800,6
GLNSERNaEx,,
GLNTHRNaEx,,
GLNtm,,
GLNtN1,,
GLPASE1,56400,5
GLPASE2,1087497.36,11
GLRASE,391109.2303,14
GLU5Km,2599200,15
GLUCYS,,
GLUDC,14499,3
GLUDxm,519510.8571,6
GLUDym,141654.6,5
GluForTx,31.68,11
GLUNm,41400,3
GLUt2m,,
GLUt6,,
GLUt7l,,
GLUTCOADHm,18981146.55,21
GLUtr,,
GLUVESSEC,,
GLXO2p,2754,3
GLXtm,,
GLXtp,,
GLYAMDTRc,5760,26
GLYATm,5040,14
GLYBt4_2_r,,
GLYBtm,,
GLYC3Ptm,,
GLYCK2,990000,6
GLYCLTDy,169200,2
GLYCLTDym,,
GLYCLTtp,,
GLYC_St,,
GLYCtm,,
GLYCTO1p,,
GLYKm,17640000,5
GLYOp,,
GLYOXm,2808000,2
GLYt2rL,,
GLYt4,,
GLYt7_211_r,,
GLYtm,,
GLYtp,,
GLYVESSEC,,
GMPtg,,
GMPtn,,
GNDer,781.2,3
GNMT,5760,2
GP1CALPHAte,,
GP1CALPHAtg,,
GP1Cte,,
GP1Ctg,,
GPAM_hs,39.6,11
GPAMm_hs,39.6,11
GPIAT,,
GPIDA2er,33598.8,11
GPIDAer,,
GPIMTer_L,781.2,9
GPIMTer_U,781.2,9
GQ1BALPHAte,,
GQ1BALPHAtg,,
GQ1Bte,,
GQ1Btg,,
GRTTx,60256.8,5
GSNKm,39.6,11
GSNt,,
GSNt4,,
GSNtl,,
GSNtm,,
GT1Ate,,
GT1Atg,,
GTHDH,,
GTHO,594000,2
GTHOm,594000,2
GTHP,697073.1429,2
GTHPe,697073.1429,2
GTHPm,697073.1429,2
GTHRDt,,
GTHRDtr,,
GTHS,,
GTMLTe,77400,5
GTPCIn,140.4,5
GTPtn,,
GUACYC,51930,2
GUAD,2336400,5
GULLACter,,
GULN3D,26640,6
GULNDer,160922.16,14
GULNter,,
GUR1PP,,
H2CO3Dm,1057800000,2
H2ETer,140.4,11
H2MTer_L,,
H2MTer_U,51930,8
H2O2syn,1214183.048,11
H2O2t,,
H2O2tly,,
H2O2tm,,
H2O2tn,,
H2O2tp,,
H2Oter,,
H2Otg,,
H2Otly,,
H2Otm,,
H2Otn,,
H2Otp,,
H3ETer,,
H3MTer_L,,
H3MTer_U,,
H4ET3er,,
H4ETer,,
H5MTer_L,,
H5MTer_U,,
H6_ET2er,,
H6ET3er,,
H6_ETer,,
H6MTer_L,,
H6MTer_U,,
H7ET2er,,
H7_ETer,,
H7MTer_L,,
H7MTer_U,,
H7_TAer,,
H8MTer_L,,
H8MTer_U,,
H8TAer,,
HACD1m,1166625,3
HACD1x,1197810,3
HACD9m,4539600,3
HAS1,432000,5
HAS2,432000,5
HAtly,,
HBZOPT10m,,
HCO3_CLt,,
HCOUMARINte,,
HDCAter,,
HDCAtr,,
HDCEAtr,,
HDD2COAtx,,
HESTRATRIOLte,,
HESTRATRIOLtr,,
HEX10,209340,3
HEX4,30780,13
HEXCCOAtx,,
HEXCCPT1,29398.46512,20
HEXCCPT2,,
HEXCCRNt,,
HEXCt,,
HGNTOR,148320,2
HIBDm,189980.4,5
HISDC,2885.47565,8
HISt4,,
HISTASE,30024000,13
HISTAtu,,
HISTAVESSEC,,
HIStiDF,,
HIStN1,,
HKt,,
HKYNH,12600,2
HMGCOARr,80461.08,14
HMGCOASi,30960,18
HMGCOASim,30960,18
HMGCOAtm,,
HMGCOAtx,,
HMGLm,417.6,3
HMGLx,417.6,3
HOMt4,,
HOXG,17355.98225,23
HPACtr,,
HPCLx,131766,19
HPDCACRNCPT1,29398.46512,20
HPDCACRNCPT2,379056.7473,22
HPDCACRNt,63013.44864,20
HPDCAt,,
HPYRDC,2614.431631,20
HPYRDCm,2138.958517,20
HPYRR2x,600030,5
HPYRRy,185400,2
HPYRtp,,
HRETNtn,,
HS1ly,5242212,43
HS2ly,5242212,43
HS3ly,5242212,43
HS4ly,5242212,43
HSAT1ly,5040,14
HSAT2ly,5040,14
HSAT3ly,5040,14
HSAT4ly,5040,14
HSD11B1r,1440,2
HSD11B2r,600030,5
HSD17B1,3600,2
HSD17B2r,4204.645161,8
HSD17B42x,,
HSD17B4x,2682000,41
HSD17B7r,3600,2
HSD17B8r,3600,2
HSD17B9r,6120,2
HSD3A1r,5667.3,14
HSD3A2r,134160,14
HSD3B11,28781.53289,20
HSD3B11r,28781.53289,20
HSD3B12r,1062,8
HSD3B13,,
HSD3B13r,4843.910765,8
HSD3B2r,4835.802541,8
HSD3B3r,,
HSD3B7P,,
HSPASEly,38489.58,9
HSPGt,,
HSPGtly,,
HTAXOLte,,
Htg,,
Htr,,
Htx,,
HXANtl,,
HXANtx,,
HYPOE,,
HYPTROX,,
ICDHxm,108000,2
ICDHy,306000,5
ICDHyp,306000,5
ICDHyrm,136226.8989,5
IDHPOXOX2b,690932.5714,20
IDHPOXOX3,1048680,14
IDHPOXOX4,1048680,14
IDHPOXOXb,690932.5714,20
IDOAASE1ly,2988,8
IDOAASE2ly,2988,8
IDOAASE3ly,2988,8
IDOAASE4ly,2988,8
IDOURtly,,
IDPtn,,
ILEt4,,
ILEt5m,,
ILETAm,3870000,2
ILEtec,,
IMACTD_m,14076,17
INOSTO,13325.4,6
INSKm,15390,13
INSt,,
INSt4,,
INStl,,
INStm,,
INSTt2r,,
INSTt4,,
IPDDIx,17302.5,4
IPDPtr,,
IPDPtx,,
It,,
ITCOAL1m,8640,16
ITCOALm,63160,5
ITPtn,,
KAS8,5554.285714,3
KCC2t,,
KCCt,,
KDNH,,
KHK,22508.95665,8
KHK2,33660,2
KHK3,22495.90575,8
KSII_CORE2t,,
KSII_CORE2tly,,
KSII_CORE4t,,
KSII_CORE4tly,,
KSIt,,
KSItly,,
Kt3g,,
KYN,828,2
KYN3OX,10572,5
KYNAKGAT,31374,2
KYNATESYN,1715747.528,11
LACZe,39721802.59,11
LACZly,82800,8
LALDO,2581.2,3
LALDO2x,221040,5
LAPCOAl,216977.1429,8
LCADi_D,8910,14
LCADi_Dm,8910,2
LCADim,8910,2
LCAT1e,28947.72626,20
LCTStg,,
LCTStl,,
LCYSTAT,677314.2857,5
LCYSTATm,677314.2857,5
LCYSTCBOXL,14499,9
LDH_Lm,115200,5
LEUKTRA4t,,
LEUKTRA4tr,,
LEUKTRB4t,,
LEUKTRB4tr,,
LEUKTRC4t,,
LEUKTRD4t,,
LEUKTRD4tr,,
LEUKTRE4t,,
LEUKTRF4t,,
LEUt4,,
LEUt5m,,
LEUTAm,1630206,14
LEUtec,,
LFORKYNHYD,4136.600054,8
LGNCCOAtx,,
LGNCCPT1,29398.46512,20
LGNCCPT2,,
LGNCCRNt,,
LGNCt,,
LIMNENte,,
LINKDEG1ly,,
LINKDEG2ly,,
LINKDEG3ly,8418196.8,21
LINKDEG4ly,8418196.8,21
LIPOti,,
L_LACDcm,4304.447187,7
L_LACtcm,,
L_LACtm,,
LNELDCCPT1,29407.44076,20
LNELDCCPT2,,
LNELDCCRNt,3916800,8
LNELDCt,,
LNLCCPT1,29407.44076,20
LNLCCPT2,,
LNLCCRNt,,
LNLCt,,
LNLNCACPT1,29407.44076,20
LNLNCACPT2,,
LNLNCACRNt,,
LNLNCAt,,
LNLNCGCPT1,29406.78566,20
LNLNCGCPT2,5225400,17
LNLNCGCRNt,,
LNLNCGt,,
LNS14DM,15300,5
LNSTLSr,2772,17
LPASE,,
LPCHOLt,,
LPCOXp,68040,17
LPS,1324151.792,11
LPS2,1702683.752,11
LPS2e,1702683.752,11
LPS3,4068,8
LPS3e,4068,8
LPS4e,28962.18566,20
LPSe,1324151.792,11
LRAT,,
LRAT1,34483.56657,11
LRAT2,1558800,21
LS3,,
LSTO1r,6480,19
LSTO2r,6480,19
LTA4H,7488,2
LTC4CP,4140000,9
LTC4Sr,68400,3
LTD4DP,4140000,9
LTDCL,3478.311978,8
LYSMTF1n,136.8,12
LYSMTF2n,136.8,12
LYSMTF3n,136.8,12
LYSOXp,14400,14
