RXNID	NAME	FORMULA	SUBSYSTEM	GR RULE	EC NUMBER	KEGG	NOTES	REFERENCES
5ADTSTSTERONEtr	5 Alpha Dihydrotesterone Intracellular Transport	1 5adtststerone[r] <=> 1 5adtststerone[c]	Transport, endoplasmic reticular				specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ	
5AOPtm	5-Aminolevulinate Mitochondrial Transport	1 5aop[c] <=> 1 5aop[m]	Heme synthesis				NCD. Delta-aminolevulinic acid is produced in mitochondria then converted to PBG in the cytoplasm.  Could not find anything on the transporter itself.	PMID:10558864
5DHFtl	5-Glutamyl-Dhf Transport, Lysosomal	1 5dhf[c] --> 1 5dhf[l]	Transport, lysosomal				carrier-mediated transport - but which and how is unknown IT	PMID:11375437
5FTHFt2	5-Formyltetrahydrofolate Transport via Anion Exchange	1 h2o[c] + 1 5fthf[e] <=> 1 h2o[e] + 1 5fthf[c]	Transport, extracellular	(6573)			IT	PMID:11375437,PMID:14770311
5HLTDL	5-Hydroxy-L-Tryptophan Decarboxy-Lyase	1 h[c] + 1 5htrp[c] --> 1 co2[c] + 1 srtn[c]	Tryptophan metabolism	(1644)	4.1.1.28		SAB	PMID:1540578
5HOMEPRAZOLEte	Transport of Xenobiotic	1 5homeprazole[e] <=> 1 5homeprazole[c]	Transport, extracellular				unknown mechanism, related cyp P450 metabolism reactions NJ	
5HOXINDACTO2OX	5-Hydroxyindoleacetaldehyde:Oxygen Oxidoreductase	1 h2o[c] + 1 o2[c] + 1 5hoxindact[c] --> 1 h2o2[c] + 1 h[c] + 1 5hoxindoa[c]	Tryptophan metabolism	(316)	1.2.3.1		SAB questionable--balanced, but h2o2 production is based on an obscure comment in entrez	PMID:11306106
5HOXINDACTOXm	5-Hydroxyindoleacetaldehyde:NAD+ Oxidoreductase, Mitochondrial	1 h2o[m] + 1 nad[m] + 1 5hoxindact[m] --> 2 h[m] + 1 nadh[m] + 1 5hoxindoa[m]	Tryptophan metabolism	(217) or (219) or (8659)	1.5.1.12		SAB	PMID:11306106
5HOXINOXDA	5-Hydroxytryptamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)	1 h2o[c] + 1 o2[c] + 1 srtn[c] --> 1 h2o2[c] + 1 nh4[c] + 1 5hoxindact[c]	Tryptophan metabolism	(4128) or (4129)	1.4.3.4	R02908	SAB	PMID:11134050,PMID:15035803,PMID:8920635,PMID:9653080
5HTRPDOX	5-Hydroxy-L-Tryptophan:Oxygen 2, 3-Dioxygenase (Indole-Decyclizing)	1 o2[c] + 1 5htrp[c] --> 1 5hoxnfkyn[c]	Tryptophan metabolism	(3620)	1.13.11.52		SAB. The E.C. number 1.13.11.42 has been deleted in 2006. Instead, replaced with E.C. 1.13.11.11 - tryptophan 2,3-dioxygenase. However, E.C. 1.13.11.11 is for the reaction L-tryptophan + O2 = N-formyl-L-kynurenine. For the reaction 5-Hydroxy-L-tryptophan (Cytosol) + O2 (Cytosol) <=> 5-Hydroxy-N-formylkynurenine, E.C. should be 1.13.11.52. Conclusion: Change E.C. to 1.13.11.52 (source: KEGG).	PMID:10564724
5HTRPVESSEC	5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven)	1 h2o[c] + 1 atp[c] + 1 5htrp[c] --> 1 h[c] + 1 adp[c] + 1 pi[c] + 1 5htrp[e]	Transport, extracellular	(6570) or (6571)			SAB This reaction represents the ATP driven secretion of 5htrp from the cell.  It leaves out the vesicle because that is not a compartment.  ATP:H ratio is assumed as 1:3 for vacuolar ATPase and substrate:h ratio is 1:2.  This gives a 3:2 ratio for substrate:ATP	PMID:12827358,PMID:15383652
5HXKYNDCL	5-Hydroxykynurenamine Decarboxy-Lyase	1 h[c] + 1 5hxkyn[c] --> 1 co2[c] + 1 5hxkynam[c]	Tryptophan metabolism	(1644)	4.1.1.28		SAB	
5HXKYNOXDA	5-Hydroxykynurenamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)	1 o2[c] + 1 5hxkynam[c] --> 1 h2o2[c] + 1 nh4[c] + 1 46dhoxquin[c]	Tryptophan metabolism	(4128) or (4129)	1.4.3.4		SAB	PMID:15035803,PMID:8920635,PMID:9653080
5MTHFt	5-Methyltetrahydrofolate Transport via Receptor Binding And Protolysis	1 5mthf[e] <=> 1 5mthf[c]	Transport, extracellular	(2348) or (2352)			IT	PMID:15094208
5MTHFt2	5-Methyltetrahydrofolate Transport via Anion Exchange	1 h2o[c] + 1 5mthf[e] <=> 1 h2o[e] + 1 5mthf[c]	Transport, extracellular	(6573)			IT	PMID:11375437,PMID:14770311
5THFtl	5-Glutamyl-Thf Transport, Lysosomal	1 5thf[c] --> 1 5thf[l]	Transport, lysosomal				carrier-mediated transport - but which and how is unknown IT	PMID:11375437
5THFtm	5-Glutamyl-Thf Transport, M Mitochondrial	1 5thf[m] --> 1 5thf[c]	Transport, mitochondrial				unknown mechanism. IT	PMID:11375437
6DHFtl	6-Glutamyl-Dhf Transport, Lysosomal	1 6dhf[c] --> 1 6dhf[l]	Transport, lysosomal				carrier-mediated transport - but which and how is unknown IT	PMID:11375437
6DHFtm	6-Glutamyl-Dhf Transport, M Mitochondrial	1 6dhf[m] --> 1 6dhf[c]	Transport, mitochondrial				unknown mechanism. IT	PMID:11375437
6HTSTSTERONEte	Hydroxylated Testosterone Transport	1 6htststerone[c] <=> 1 6htststerone[e]	Transport, extracellular				unknown mechanism, inactivated testosterone needs to be exported NJ	
6HTSTSTERONEtr	Hydroxylated Testosterone Transport	1 6htststerone[c] <=> 1 6htststerone[r]	Transport, endoplasmic reticular				unknown mechanism, inactivated testosterone transport to get out of cell NJ	
6THFtl	6-Glutamyl-Thf Transport, Lysosomal	1 6thf[c] --> 1 6thf[l]	Transport, lysosomal				carrier-mediated transport - but which and how is unknown IT	PMID:11375437
6THFtm	6-Glutamyl-Thf Transport, M Mitochondrial	1 6thf[m] --> 1 6thf[c]	Transport, mitochondrial				unknown mechanism. IT	PMID:11375437
7DHCHSTEROLtr	Cholesterol Precursor Intracellular Transport	1 7dhchsterol[r] <=> 1 7dhchsterol[c]	Transport, endoplasmic reticular				specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ	
7DHFtl	7-Glutamyl-Dhf Transport, Lysosomal	1 7dhf[c] --> 1 7dhf[l]	Transport, lysosomal				carrier-mediated transport - but which and how is unknown IT	PMID:11375437
7DHFtm	7-Glutamyl-Dhf Transport, M Mitochondrial	1 7dhf[m] --> 1 7dhf[c]	Transport, mitochondrial				unknown mechanism. IT	PMID:11375437
7THFtl	7-Glutamyl-Thf Transport, Lysosomal	1 7thf[c] --> 1 7thf[l]	Transport, lysosomal				carrier-mediated transport - but which and how is unknown IT	PMID:11375437
7THFtm	7-Glutamyl-Thf Transport, M Mitochondrial	1 7thf[m] --> 1 7thf[c]	Transport, mitochondrial				unknown mechanism. IT	PMID:11375437
A_MANASE	Alpha-Mannosidase	2 h2o[c] + 1 m2mn[c] --> 2 man[c] + 1 mn[c]	N-glycan degradation	(4123)	3.2.1.24		NCD	
A_MANASEly	Alpha-Mannosidase, Lysosomal	2 h2o[l] + 1 m2mn[l] --> 2 man[l] + 1 mn[l]	N-glycan degradation	(4125)	3.2.1.24		NCD	PMID:8910458
A4GALTc	Lactosylceramide 4-Alpha-Galactosyltransferase	1 galgluside_hs[c] + 1 udpgal[c] --> 1 h[c] + 1 thcrm_hs[c] + 1 udp[c]	Sphingolipid metabolism	(53947)	2.4.1.228		EC: 2.4.1.228 NJ	PMID:10748143
A4GALTg	Lactosylceramide 4-Alpha-Galactosyltransferase	1 galgluside_hs[g] + 1 udpgal[g] --> 1 h[g] + 1 thcrm_hs[g] + 1 udp[g]	Sphingolipid metabolism	(53947)	2.4.1.228		EC: 2.4.1.228 NJ	PMID:10747952,PMID:10748143
A4GNT1g	Alpha 1, 4-N-Acetylglucosaminyltransferase, Golgi Apparatus	1 T_antigen[g] + 1 uacgam[g] --> 1 h[g] + 1 udp[g] + 1 gncore1[g]	O-glycan metabolism	(51146)	2.4.1.228		EC 2.4.1.- NCD	PMID:10430883
A4GNT2g	Alpha 1, 4-N-Acetylglucosaminyltransferase, Golgi Apparatus	1 uacgam[g] + 1 core2[g] --> 1 h[g] + 1 udp[g] + 1 gncore2[g]	O-glycan metabolism	(51146)			EC 2.4.1.- NCD	PMID:10430883
AACTOOR	Aminoacetone:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)	1 h2o[c] + 1 o2[c] + 1 aact[c] --> 1 h2o2[c] + 1 nh4[c] + 1 mthgxl[c]	Glycine, serine, alanine, and threonine metabolism	(8639)	1.4.3.6	R02529		PMID:10328770,PMID:12878330
AACTtm	Aminoacetone Transport, Mitochondrial	1 aact[m] --> 1 aact[c]	Transport, mitochondrial				MM	
AASAD3m	L-Aminoadipate-Semialdehyde Dehydrogenase (NADH), Mitochondrial	1 h2o[m] + 1 nad[m] + 1 L2aadp6sa[m] --> 2 h[m] + 1 L2aadp[m] + 1 nadh[m]	Lysine metabolism			R03102	MM. Found under reaction synonym name: 2-aminoadipic 6-semialdehyde dehydrogenase; Evidence was from mouse with identification of good human ortholog for U26 in the mouse that catalyzes this reaction.  There was NOT evidence here specific to mitochondria, though.  (Nathan Price)	PMID:15865210
AATAi	2-Aminoadipate Transaminase, Irreversible	1 L2aadp[c] + 1 akg[c] <=> 1 2oxoadp[c] + 1 glu_L[c]	Lysine metabolism	(51166)	2.6.1.39		MM	PMID:12126930
ABO1g	Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase	1 fucgalacglcgalgluside_hs[g] + 1 udpacgal[g] --> 1 h[g] + 1 udp[g] + 1 acgalfucgalacglcgalgluside_hs[g]	Blood group synthesis	(28)	2.6.1.39		NJ	PMID:11421346,PMID:12198488,PMID:2121736
ABO2g	Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase	1 udpgal[g] + 1 fucgalacglcgalgluside_hs[g] --> 1 h[g] + 1 udp[g] + 1 galfucgalacglcgalgluside_hs[g]	Blood group synthesis	(28)			NJ	PMID:11421346,PMID:12198488,PMID:2121736
ABO3g	Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase	1 udpgal[g] + 1 fuc12gal14acglcgalgluside_hs[g] --> 1 h[g] + 1 udp[g] + 1 galfuc12gal14acglcgalgluside_hs[g]	Blood group synthesis	(28)			NJ	PMID:11421346,PMID:12198488,PMID:2121736
ABO4g	Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase	1 udpacgal[g] + 1 fuc12gal14acglcgalgluside_hs[g] --> 1 h[g] + 1 udp[g] + 1 acgalfuc12gal14acglcgalgluside_hs[g]	Blood group synthesis	(28)			NJ	PMID:11421346,PMID:12198488,PMID:2121736
ABO5g	Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase	1 udpacgal[g] + 1 fucgalacgalfuc12gal14acglcgalgluside_hs[g] --> 1 h[g] + 1 udp[g] + 1 acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g]	Blood group synthesis	(28)			NJ	PMID:11421346,PMID:12198488,PMID:2121736
ABO6g	Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase	1 udpacgal[g] + 1 fucgalacglcgal14acglcgalgluside_hs[g] --> 1 h[g] + 1 udp[g] + 1 acgalfucgalacglcgal14acglcgalgluside_hs[g]	Blood group synthesis	(28)			NJ	PMID:11421346,PMID:12198488,PMID:2121736
ABO7g	Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase	1 udpacgal[g] + 1 fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] --> 1 h[g] + 1 udp[g] + 1 acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]	Blood group synthesis	(28)			NJ	PMID:11421346,PMID:12198488,PMID:2121736
ABO8g	Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase	1 udpgal[g] + 1 fucgalacglcgal14acglcgalgluside_hs[g] --> 1 h[g] + 1 udp[g] + 1 galfucgalacglcgal14acglcgalgluside_hs[g]	Blood group synthesis	(28)			NJ	PMID:11421346,PMID:12198488,PMID:2121736
ABO9g	Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase	2 udpgal[g] + 1 fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g] --> 2 h[g] + 2 udp[g] + 1 galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[g]	Blood group synthesis	(28)			NJ	PMID:11421346,PMID:12198488,PMID:2121736
ABTArm	4-Aminobutyrate Transaminase, Reversible, Mitochondrial	1 akg[m] + 1 4abut[m] <=> 1 glu_L[m] + 1 sucsal[m]	Glutamate metabolism	(18)	2.6.19.4	R01648	kh 1/6/03	PMID:10407778,PMID:7721088
ABTD	L-Arabinitol 4-Dehydrogenase	1 nad[c] + 1 abt[c] <=> 1 h[c] + 1 nadh[c] + 1 xylu_L[c]	Pentose phosphate pathway		1.1.1.12	R01903	NCD	PMID:12359133,PMID:13922173,PMID:15234337
ABTti	L-Arabinitol Transport via Passive Diffusion	1 abt[c] --> 1 abt[e]	Transport, extracellular				NCD	PMID:15234337
ABUTt2rL	4-Aminobutyrate Reversible Transport in via Proton Symport, Lysosomal	1 h[l] + 1 4abut[l] <=> 1 h[c] + 1 4abut[c]	Transport, lysosomal	(206358)			SAB r, lyso	PMID:11390972,PMID:11959859
ABUTt4_2_r	4-Aminobutyrate Reversible Transport in via Sodium Symport (1:2)	2 na1[e] + 1 4abut[e] <=> 2 na1[c] + 1 4abut[c]	Transport, extracellular	(6529) or (6538) or (6539) or (6540)			SAB	PMID:12719981
ACACT10m	Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial	1 coa[m] + 1 2maacoa[m] <=> 1 accoa[m] + 1 ppcoa[m]	Valine, leucine, and isoleucine metabolism	(10449) or (3032) or (38)	2.3.1.9	R00927	MM. 2-Methyl-3-acetoacetyl-CoA excreted into urine for patients with disease deficiency	PMID:676035
ACACT1rm	Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial	2 accoa[m] --> 1 coa[m] + 1 aacoa[m]	Tryptophan metabolism	(38) or (3030) and (3032)	2.3.1.9		TDV	
ACACT1x	Acetyl Coenzyme A C-Acetyltransferase	2 accoa[x] --> 1 coa[x] + 1 aacoa[x]	Cholesterol metabolism	(39)	2.3.1.9	R00238	NCD NJ - added peroxisomal version	PMID:11108725
ACACt2m	Acetoacetate Mitochondrial Transport via H+ Symport	1 h[c] + 1 acac[c] <=> 1 h[m] + 1 acac[m]	Transport, mitochondrial	(6566)			IT, TDV changed name from "tm2" to "t2m" - NCD	PMID:28726,PMID:627555
ACACT4p	Acetyl Coenzyme A C-Acetyltransferase (Octanoyl Coenzyme A), Peroxisomal	1 coa[x] + 1 3odcoa[x] --> 1 accoa[x] + 1 occoa[x]	Fatty acid oxidation	(30)	2.3.1.16	R03778	NCD	PMID:1679347
ACACT5p	Acetyl Coenzyme A C-Acyltransferase (Decanoyl Coenzyme A), Peroxisomal	1 coa[x] + 1 3oddcoa[x] --> 1 accoa[x] + 1 dcacoa[x]	Fatty acid oxidation	(30)	2.3.1.16		NCD	PMID:1679347
ACACT6p	Acetyl Coenzyme A C-Acetyltransferase (Dodecanoyl), Peroxisomal	1 coa[x] + 1 3otdcoa[x] --> 1 accoa[x] + 1 ddcacoa[x]	Fatty acid oxidation	(30)	2.3.1.16	R03858	NCD	PMID:1679347
ACACT7p	Acetyl Coenzyme A Acyltransferase (Tetradecanoyl Coenzyme A), Peroxisomal	1 coa[x] + 1 3ohdcoa[x] --> 1 accoa[x] + 1 tdcoa[x]	Fatty acid oxidation	(30)	2.3.1.16	R03991	NCD	PMID:1679347
ACACT8p	Acetyl Coenzyme A Acyltransferase (Hexadecanoyl Coenzyme A), Peroxisomal	1 coa[x] + 1 3ohodcoa[x] --> 1 accoa[x] + 1 pmtcoa[x]	Fatty acid oxidation	(30)	2.3.1.16		NCD	PMID:1679347
ACACT9p	Acetyl Coenzyme A Acyltransferase (Tetracosanoyl Coenzyme A), Peroxisomal	1 coa[x] + 1 3ohxccoa[x] --> 1 accoa[x] + 1 ttccoa[x]	Fatty acid oxidation	(30)	2.3.1.16		NCD	PMID:1679347
ACACtx	Acetoacetate Intracellular Transport Unknown Mechanism	1 acac[c] <=> 1 acac[x]	Transport, peroxisomal				unknown mechanism NJ	
ACALDtm	Acetaldehyde Mitochondrial Diffusion	1 acald[m] <=> 1 acald[c]	Transport, mitochondrial				NCD	PMID:9028626
ACALDtr	Acetaldehyde Reversible Transport, Endoplasmatic Reticulum	1 acald[r] <=> 1 acald[c]	Transport, endoplasmic reticular					PMID:9028626
ACALDtx	Acetaldehyde Peroxisomal Diffusion	1 acald[x] <=> 1 acald[c]	Transport, peroxisomal				NCD	
ACCOACm	Acetyl Coenzyme A Carboxylase, Beta Isoform	1 accoa[m] + 1 atp[m] + 1 hco3[m] --> 1 h[m] + 1 adp[m] + 1 pi[m] + 1 malcoa[m]	Fatty acid oxidation	(32)	6.4.1.2		TDV (9/14/2004)	PMID:10677481
ACCOAgt	Acetyl Coenzyme A Transport	1 accoa[c] <=> 1 accoa[g]	Transport, extracellular	(9197)			transport between cytosol and Golgi/ER presumed presumed facilitated transport, but unknown co-substrates, see PMID: 12739170, Hirabayashi et al NJ	PMID:12739170
ACCOALm	Acetate Coenzyme A Ligase (AMP-Forming)	1 coa[m] + 1 atp[m] + 1 ppa[m] --> 1 ppcoa[m] + 1 amp[m] + 1 ppi[m]	Propanoate metabolism	(79611) or (84532)	6.2.1.17		TDV-mitochondrial version JLR- also acts on propanoate AMF- made reaction to create AMP not ADP and changed EC	PMID:11150295
ACCOAtn	Acetyl Coenzyme A Transport, Nuclear	1 accoa[c] <=> 1 accoa[n]	Transport, nuclear				NCD	
ACCOAtr	Acetyl Coenzyme A Transport	1 accoa[c] <=> 1 accoa[r]	Transport, endoplasmic reticular	(9197)			transport between cytosol and Golgi/ER presumed presumed facilitated transport, but unknown co-substrates, see PMID: 12739170, Hirabayashi et al NJ changed name from ACCOArt to ACCOAtr for consistency - NCD	
ACETONEt2	Acetone Transport via Proton Symport	1 h[e] + 1 acetone[e] <=> 1 h[c] + 1 acetone[c]	Transport, extracellular	(6566) or (9123) or (9194)			NCD	PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713
ACETONEt2m	Acetone Mitochondrial Transport via Proton Symport	1 h[c] + 1 acetone[c] <=> 1 h[m] + 1 acetone[m]	Transport, mitochondrial	(6566)			NCD	
ACGAGBSIDEtg	Acgagbside Hs Intracellular Transport	1 acgagbside_hs[c] <=> 1 acgagbside_hs[g]	Transport, golgi apparatus				unknown mechanism for transport - however must get to other intracellular compartments (e.g. lysosome for degradation) NJ	PMID:15907394
ACGAGBSIDEtl	Acgagbside Hs Intracellular Transport	1 acgagbside_hs[c] <=> 1 acgagbside_hs[l]	Transport, lysosomal				unknown mechanism for transport - however must get to other intracellular compartments (e.g. lysosome for degradation) NJ	PMID:15907394
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte	Blood Group Intracellular Transport	1 acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e] <=> 1 acgalfucgalacgalfuc12gal14acglcgalgluside_hs[c]	Transport, extracellular				unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ	
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg	Blood Group Intracellular Transport	1 acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g] <=> 1 acgalfucgalacgalfuc12gal14acglcgalgluside_hs[c]	Transport, golgi apparatus				unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ	
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	Blood Group Intracellular Transport	1 acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e] <=> 1 acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[c]	Transport, extracellular				unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ	
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	Blood Group Intracellular Transport	1 acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] <=> 1 acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[c]	Transport, golgi apparatus				unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ	
ACGALK	N-Acetylgalactosamine Kinase	1 atp[c] + 1 acgal[c] --> 1 h[c] + 1 adp[c] + 1 acgal1p[c]	Aminosugar metabolism			R08967	NCD	
ACGALK2	N-Acetylgalactosamine Kinase (ITP)	1 acgal[c] + 1 itp[c] --> 1 h[c] + 1 acgal1p[c] + 1 idp[c]	Aminosugar metabolism				NCD	
ACGALtlg	N-Acetyl-Galactosamine Intracellular Transport	1 acgal[g] <=> 1 acgal[c]	Transport, golgi apparatus				unknown mechanism - may be vesicular NJ	
ACGALtly	N-Acetyl-Galactosamine Lysosomal Efflux	1 acgal[l] --> 1 acgal[c]	Transport, lysosomal				NCD	PMID:2784441,PMID:3753439
ACGAM6PSi	N-Acetylglucosamine-6-Phosphate Synthase	1 accoa[c] + 1 gam6p[c] --> 1 h[c] + 1 coa[c] + 1 acgam6p[c]	Aminosugar metabolism	(64841)	2.3.1.4		NCD	
ACGAMK	N-Acetylglucosamine Kinase	1 atp[c] + 1 acgam[c] --> 1 h[c] + 1 adp[c] + 1 acgam6p[c]	Aminosugar metabolism	(55577)	2.7.1.59	R01201		PMID:10824116
ACGAMPM	Phosphoacetylglucosamine Mutase	1 acgam6p[c] <=> 1 acgam1p[c]	Aminosugar metabolism	(5238)	5.4.2.3		NCD	PMID:11004509
ACGAMtly	N-Acetyl-Glucosamine Lysosomal Efflux	1 acgam[l] --> 1 acgam[c]	Transport, lysosomal				NCD	PMID:2784441,PMID:3753439
ACGBGBSIDEtg	Acgbgbside Hs Intracellular Transport	1 acgbgbside_hs[c] <=> 1 acgbgbside_hs[g]	Transport, golgi apparatus				unknown mechanism for transport - however must get to other intracellular compartments (e.g. lysosome for degradation) NJ	PMID:15907394
ACGBGBSIDEtl	Acgbgbside Hs Intracellular Transport	1 acgbgbside_hs[c] <=> 1 acgbgbside_hs[l]	Transport, lysosomal				unknown mechanism for transport - however must get to other intracellular compartments (e.g. lysosome for degradation) NJ	PMID:15907394
ACGPID	N-Acetylglucosaminylphosphatidylinositol Deacetylase	1 h2o[c] + 1 acgpail_hs[c] --> 1 ac[c] + 1 gpail_hs[c]	Phosphatidylinositol phosphate metabolism	(9487)	3.5.1.89	R03482	NCD	PMID:10085243,PMID:14742432
ACGSm	N-Acteylglutamate Synthase, Mitochondrial	1 glu_L[m] + 1 accoa[m] --> 1 h[m] + 1 coa[m] + 1 acglu[m]	Urea cycle	(162417)	2.3.1.1	R00259	NCD	PMID:12459178
ACHEe	Acetylcholinesterase	1 h2o[e] + 1 ach[e] --> 1 h[e] + 1 ac[e] + 1 chol[e]	Glycerophospholipid metabolism	(43)	3.1.1.7	R01026	NJ	PMID:11283752,PMID:1517212
ACHtn	Acetylcholin Transport, Nuclear through Pores	1 ach[n] <=> 1 ach[c]	Transport, nuclear				it	
ACHVESSEC	Acetylcholine Secretion via Secretory Vesicle (ATP Driven)	1 h2o[c] + 1 atp[c] + 1 ach[c] --> 1 h[c] + 1 adp[c] + 1 pi[c] + 1 ach[e]	Transport, extracellular	(6572)			SAB This reaction represents the ATP driven secretion of ach from the cell.  It leaves out the vesicle because that is not a compartment.  ATP:H ratio is assumed as 1:3 for vacuolar ATPase and substrate:h ratio is 1:2.  This gives a 3:2 ratio for substrate:ATP	PMID:12827358,PMID:15383652
ACITL	ATP-Citrate Lyase	1 atp[c] + 1 coa[c] + 1 cit[c] --> 1 adp[c] + 1 pi[c] + 1 accoa[c] + 1 oaa[c]	Citric acid cycle	(47)	2.3.3.8	R00352	ATP dependent citrate lyase.  Reaction is reversible in KEGG (new EC 2.3.3.8) NCD	PMID:2295639
ACN13ACNGALGBSIDEte	Acn13Acngalgbside Hs Transport	1 acn13acngalgbside_hs[c] <=> 1 acn13acngalgbside_hs[e]	Transport, extracellular				unknown mechanism for transport - intracellular transport occurs, most details are unknown - see for example Varki glycobiology text or numerous reviews (PMID: 8206147) - extracellular transport is also made available since metabolites can get to outer plasma membrane NJ	PMID:8206147
ACN13ACNGALGBSIDEtg	Acn13Acngalgbside Hs Intracellular Transport	1 acn13acngalgbside_hs[c] <=> 1 acn13acngalgbside_hs[g]	Transport, golgi apparatus				unknown mechanism for transport - intracellular transport occurs, most details are unknown - see for example Varki glycobiology text or numerous reviews (PMID: 8206147) NJ	PMID:8206147
ACN23ACNGALGBSIDEte	Acn23Acngalgbside Transport	1 acn23acngalgbside_hs[c] <=> 1 acn23acngalgbside_hs[e]	Transport, extracellular				unknown mechanism for transport - intracellular transport occurs, most details are unknown - see for example Varki glycobiology text or numerous reviews (PMID: 8206147) - extracellular transport is also made available since metabolites can get to outer plasma membrane NJ	PMID:8206147
ACN23ACNGALGBSIDEtg	Acn23Acngalgbside Intracellular Transport	1 acn23acngalgbside_hs[c] <=> 1 acn23acngalgbside_hs[g]	Transport, golgi apparatus				unknown mechanism for transport - intracellular transport occurs, most details are unknown - see for example Varki glycobiology text or numerous reviews (PMID: 8206147) NJ	
ACNACNGAL14ACGLCGALGLUSIDEte	Blood Group Intracellular Transport	1 acnacngal14acglcgalgluside_hs[e] <=> 1 acnacngal14acglcgalgluside_hs[c]	Transport, extracellular				unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ	
ACNACNGAL14ACGLCGALGLUSIDEtg	Blood Group Intracellular Transport	1 acnacngal14acglcgalgluside_hs[g] <=> 1 acnacngal14acglcgalgluside_hs[c]	Transport, golgi apparatus				unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ	
ACNACNGALGBSIDEte	Acnacngalgbside Hs Transport	1 acnacngalgbside_hs[c] <=> 1 acnacngalgbside_hs[e]	Transport, extracellular				unknown mechanism for transport - intracellular transport occurs, most details are unknown - see for example Varki glycobiology text or numerous reviews (PMID: 8206147) - extracellular transport is also made available since metabolites can get to outer plasma membrane NJ	PMID:8206147
ACNACNGALGBSIDEtg	Acnacngalgbside Hs Intracellular Transport	1 acnacngalgbside_hs[c] <=> 1 acnacngalgbside_hs[g]	Transport, golgi apparatus				unknown mechanism for transport - intracellular transport occurs, most details are unknown - see for example Varki glycobiology text or numerous reviews (PMID: 8206147) NJ	PMID:8206147
